group_name,group_multiplier,group_disabled,model_id,price_kind,charge_type,unit,label,raw_line,base_amount_1,base_amount_2,effective_amount_1,effective_amount_2
vip-1-codex,0.25,False,gpt-5.3-codex-medium,输入,paid,M,,输入 ¥0.4500/M,0.45,,0.1125,
vip-1-codex,0.25,False,gpt-5.3-codex-medium,输出,paid,M,,输出 ¥3.6000/M,3.6,,0.9,
vip-1-codex,0.25,False,gpt-5.3-codex-spark,输入,paid,M,,输入 ¥0.5500/M,0.55,,0.1375,
vip-1-codex,0.25,False,gpt-5.3-codex-spark,输出,paid,M,,输出 ¥4.4000/M,4.4,,1.1,
vip-1-codex,0.25,False,gpt-5.3-codex-xhigh,输入,paid,M,,输入 ¥0.4500/M,0.45,,0.1125,
vip-1-codex,0.25,False,gpt-5.3-codex-xhigh,输出,paid,M,,输出 ¥3.6000/M,3.6,,0.9,
vip-1-codex,0.25,False,gpt-5.4,输入,paid,M,,输入 ¥0.6250/M,0.625,,0.15625,
vip-1-codex,0.25,False,gpt-5.4,输出,paid,M,,输出 ¥5.0000/M,5,,1.25,
vip-1-codex,0.25,False,gpt-5.4-2026-03-05,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,gpt-5.4-2026-03-05,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex,0.25,False,gpt-5.4-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,gpt-5.4-mini,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex,0.25,False,gpt-5.4-nano,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,gpt-5.4-nano,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex,0.25,False,gpt-5.4-openai-compact,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,gpt-5.4-openai-compact,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex,0.25,False,o1,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,o1,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex,0.25,False,o1-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,o1-mini,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex,0.25,False,o1-preview,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,o1-preview,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex,0.25,False,o1-pro,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,o1-pro,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex,0.25,False,o3,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,o3,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex,0.25,False,o3-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,o3-mini,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex,0.25,False,o3-pro,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,o3-pro,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex,0.25,False,o4-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex,0.25,False,o4-mini,输出,paid,M,,输出 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,chatgpt-4o-latest,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,chatgpt-4o-latest,输出,paid,M,,输出 ¥56.2500/M,56.25,,14.0625,
vip-1-codex外接,0.25,False,gpt-3.5-turbo,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-3.5-turbo,输出,paid,M,,输出 ¥37.5000/M,37.5,,9.375,
vip-1-codex外接,0.25,False,gpt-3.5-turbo-0125,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-3.5-turbo-0125,输出,paid,M,,输出 ¥37.5000/M,37.5,,9.375,
vip-1-codex外接,0.25,False,gpt-3.5-turbo-1106,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-3.5-turbo-1106,输出,paid,M,,输出 ¥37.5000/M,37.5,,9.375,
vip-1-codex外接,0.25,False,gpt-3.5-turbo-16k,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-3.5-turbo-16k,输出,paid,M,,输出 ¥37.5000/M,37.5,,9.375,
vip-1-codex外接,0.25,False,gpt-4,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4,输出,paid,M,,输出 ¥37.5000/M,37.5,,9.375,
vip-1-codex外接,0.25,False,gpt-4-turbo,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4-turbo,输出,paid,M,,输出 ¥56.2500/M,56.25,,14.0625,
vip-1-codex外接,0.25,False,gpt-4-turbo-preview,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4-turbo-preview,输出,paid,M,,输出 ¥56.2500/M,56.25,,14.0625,
vip-1-codex外接,0.25,False,gpt-4.1,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4.1,输出,paid,M,,输出 ¥37.5000/M,37.5,,9.375,
vip-1-codex外接,0.25,False,gpt-4.1-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4.1-mini,输出,paid,M,,输出 ¥37.5000/M,37.5,,9.375,
vip-1-codex外接,0.25,False,gpt-4.1-nano,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4.1-nano,输出,paid,M,,输出 ¥37.5000/M,37.5,,9.375,
vip-1-codex外接,0.25,False,gpt-4.5-preview,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4.5-preview,输出,paid,M,,输出 ¥37.5000/M,37.5,,9.375,
vip-1-codex外接,0.25,False,gpt-4o,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4o,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,gpt-4o-2024-08-06,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4o-2024-08-06,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,gpt-4o-2024-11-20,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4o-2024-11-20,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,gpt-4o-audio-preview,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4o-audio-preview,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,gpt-4o-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4o-mini,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,gpt-4o-mini-2024-07-18,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4o-mini-2024-07-18,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,gpt-4o-realtime-preview,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-4o-realtime-preview,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,gpt-5,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-2025-08-07,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-2025-08-07,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-chat,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-chat,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-chat-latest,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-chat-latest,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-codex,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-codex,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-mini,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-mini-2025-08-07,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-mini-2025-08-07,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-nano,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-nano,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-nano-2025-08-07,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-nano-2025-08-07,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-pro,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-pro,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5-pro-2025-10-06,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5-pro-2025-10-06,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.1,输入,paid,M,,输入 ¥0.4380/M,0.438,,0.1095,
vip-1-codex外接,0.25,False,gpt-5.1,输出,paid,M,,输出 ¥3.5000/M,3.5,,0.875,
vip-1-codex外接,0.25,False,gpt-5.1-2025-11-13,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.1-2025-11-13,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.1-chat-latest,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.1-chat-latest,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.1-codex,输入,paid,M,,输入 ¥0.4380/M,0.438,,0.1095,
vip-1-codex外接,0.25,False,gpt-5.1-codex,输出,paid,M,,输出 ¥3.5000/M,3.5,,0.875,
vip-1-codex外接,0.25,False,gpt-5.1-codex-max,输入,paid,M,,输入 ¥0.4380/M,0.438,,0.1095,
vip-1-codex外接,0.25,False,gpt-5.1-codex-max,输出,paid,M,,输出 ¥3.5000/M,3.5,,0.875,
vip-1-codex外接,0.25,False,gpt-5.1-codex-mini,输入,paid,M,,输入 ¥0.1630/M,0.163,,0.04075,
vip-1-codex外接,0.25,False,gpt-5.1-codex-mini,输出,paid,M,,输出 ¥1.3000/M,1.3,,0.325,
vip-1-codex外接,0.25,False,gpt-5.2,输入,paid,M,,输入 ¥0.4380/M,0.438,,0.1095,
vip-1-codex外接,0.25,False,gpt-5.2,输出,paid,M,,输出 ¥3.5000/M,3.5,,0.875,
vip-1-codex外接,0.25,False,gpt-5.2-2025-12-11,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.2-2025-12-11,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.2-chat-latest,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.2-chat-latest,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.2-codex,输入,paid,M,,输入 ¥0.4380/M,0.438,,0.1095,
vip-1-codex外接,0.25,False,gpt-5.2-codex,输出,paid,M,,输出 ¥3.5000/M,3.5,,0.875,
vip-1-codex外接,0.25,False,gpt-5.2-pro,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.2-pro,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.2-pro-2025-12-11,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.2-pro-2025-12-11,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.3-codex,输入,paid,M,,输入 ¥0.4380/M,0.438,,0.1095,
vip-1-codex外接,0.25,False,gpt-5.3-codex,输出,paid,M,,输出 ¥3.5000/M,3.5,,0.875,
vip-1-codex外接,0.25,False,gpt-5.3-codex-spark,输入,paid,M,,输入 ¥0.5500/M,0.55,,0.1375,
vip-1-codex外接,0.25,False,gpt-5.3-codex-spark,输出,paid,M,,输出 ¥4.4000/M,4.4,,1.1,
vip-1-codex外接,0.25,False,gpt-5.4,输入,paid,M,,输入 ¥0.6250/M,0.625,,0.15625,
vip-1-codex外接,0.25,False,gpt-5.4,输出,paid,M,,输出 ¥5.0000/M,5,,1.25,
vip-1-codex外接,0.25,False,gpt-5.4-2026-03-05,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.4-2026-03-05,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.4-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.4-mini,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.4-nano,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.4-nano,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,gpt-5.4-openai-compact,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,gpt-5.4-openai-compact,输出,paid,M,,输出 ¥150.0000/M,150,,37.5,
vip-1-codex外接,0.25,False,o1,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,o1,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,o1-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,o1-mini,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,o1-preview,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,o1-preview,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,o1-pro,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,o1-pro,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,o3,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,o3,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,o3-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,o3-mini,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,o3-pro,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,o3-pro,输出,paid,M,,输出 ¥75.0000/M,75,,18.75,
vip-1-codex外接,0.25,False,o4-mini,输入,paid,M,,输入 ¥18.7500/M,18.75,,4.6875,
vip-1-codex外接,0.25,False,o4-mini,输出,paid,M,,输出 ¥18.7500/M,18.75,,4.6875,
vip-2-gemini,2.1,False,gemini-2.0-flash,输入,paid,M,,输入 ¥0.1650/M,0.165,,0.3465,
vip-2-gemini,2.1,False,gemini-2.0-flash,输出,paid,M,,输出 ¥0.6600/M,0.66,,1.386,
vip-2-gemini,2.1,False,gemini-2.5-flash,输入,paid,M,,输入 ¥0.4950/M,0.495,,1.0395,
vip-2-gemini,2.1,False,gemini-2.5-flash,输出,paid,M,,输出 ¥4.1250/M,4.125,,8.6625,
vip-2-gemini,2.1,False,gemini-2.5-flash-preview-04-17,输入,paid,M,,输入 ¥123.7500/M,123.75,,259.875,
vip-2-gemini,2.1,False,gemini-2.5-flash-preview-04-17,输出,paid,M,,输出 ¥2887.5000/M,2887.5,,6063.75,
vip-2-gemini,2.1,False,gemini-2.5-flash-preview-09-2025,输入,paid,M,,输入 ¥123.7500/M,123.75,,259.875,
vip-2-gemini,2.1,False,gemini-2.5-flash-preview-09-2025,输出,paid,M,,输出 ¥2887.5000/M,2887.5,,6063.75,
vip-2-gemini,2.1,False,gemini-2.5-flash-thinking,输入,paid,M,,输入 ¥123.7500/M,123.75,,259.875,
vip-2-gemini,2.1,False,gemini-2.5-flash-thinking,输出,paid,M,,输出 ¥1031.2500/M,1031.25,,2165.625,
vip-2-gemini,2.1,False,gemini-2.5-pro,输入,paid,M,,输入 ¥2.0630/M,2.063,,4.3323,
vip-2-gemini,2.1,False,gemini-2.5-pro,输出,paid,M,,输出 ¥16.5000/M,16.5,,34.65,
vip-2-gemini,2.1,False,gemini-2.5-pro-preview-03-25,输入,paid,M,,输入 ¥123.7500/M,123.75,,259.875,
vip-2-gemini,2.1,False,gemini-2.5-pro-preview-03-25,输出,paid,M,,输出 ¥990.0000/M,990,,2079,
vip-2-gemini,2.1,False,gemini-2.5-pro-preview-05-06,输入,paid,M,,输入 ¥123.7500/M,123.75,,259.875,
vip-2-gemini,2.1,False,gemini-2.5-pro-preview-05-06,输出,paid,M,,输出 ¥990.0000/M,990,,2079,
vip-2-gemini,2.1,False,gemini-2.5-pro-preview-06-05-thinking,输入,paid,M,,输入 ¥123.7500/M,123.75,,259.875,
vip-2-gemini,2.1,False,gemini-2.5-pro-preview-06-05-thinking,输出,paid,M,,输出 ¥990.0000/M,990,,2079,
vip-2-gemini,2.1,False,gemini-2.5-pro-thinking,输入,paid,M,,输入 ¥2.0630/M,2.063,,4.3323,
vip-2-gemini,2.1,False,gemini-2.5-pro-thinking,输出,paid,M,,输出 ¥16.5000/M,16.5,,34.65,
vip-2-gemini,2.1,False,gemini-3-flash-preview,输入,paid,M,,输入 ¥0.8250/M,0.825,,1.7325,
vip-2-gemini,2.1,False,gemini-3-flash-preview,输出,paid,M,,输出 ¥4.9500/M,4.95,,10.395,
vip-2-gemini,2.1,False,gemini-3-pro-preview,输入,paid,M,,输入 ¥3.3000/M,3.3,,6.93,
vip-2-gemini,2.1,False,gemini-3-pro-preview,输出,paid,M,,输出 ¥19.8000/M,19.8,,41.58,
vip-2-gemini,2.1,False,gemini-3-pro-preview-11-2025,输入,paid,M,,输入 ¥3.3000/M,3.3,,6.93,
vip-2-gemini,2.1,False,gemini-3-pro-preview-11-2025,输出,paid,M,,输出 ¥19.8000/M,19.8,,41.58,
vip-2-gemini,2.1,False,gemini-3-pro-preview-thinking,输入,paid,M,,输入 ¥3.3000/M,3.3,,6.93,
vip-2-gemini,2.1,False,gemini-3-pro-preview-thinking,输出,paid,M,,输出 ¥19.8000/M,19.8,,41.58,
vip-2-gemini,2.1,False,gemini-3.1-pro-preview,输入,paid,M,,输入 ¥3.3000/M,3.3,,6.93,
vip-2-gemini,2.1,False,gemini-3.1-pro-preview,输出,paid,M,,输出 ¥19.8000/M,19.8,,41.58,
vip-2-gemini,2.1,False,gemini-3.1-pro-preview-thinking,输入,paid,M,,输入 ¥3.3000/M,3.3,,6.93,
vip-2-gemini,2.1,False,gemini-3.1-pro-preview-thinking,输出,paid,M,,输出 ¥19.8000/M,19.8,,41.58,
逆向droid,0.8,False,claude-haiku-4-5,输入,paid,M,,输入 ¥60.0000/M,60,,48,
逆向droid,0.8,False,claude-haiku-4-5,输出,paid,M,,输出 ¥300.0000/M,300,,240,
逆向droid,0.8,False,claude-haiku-4-5-20251001,输入,paid,M,,输入 ¥0.4900/M,0.49,,0.392,
逆向droid,0.8,False,claude-haiku-4-5-20251001,输出,paid,M,,输出 ¥2.4500/M,2.45,,1.96,
逆向droid,0.8,False,claude-opus-4-5-20251101,输入,paid,M,,输入 ¥2.4500/M,2.45,,1.96,
逆向droid,0.8,False,claude-opus-4-5-20251101,输出,paid,M,,输出 ¥12.2500/M,12.25,,9.8,
逆向droid,0.8,False,claude-opus-4-6,输入,paid,M,,输入 ¥2.4500/M,2.45,,1.96,
逆向droid,0.8,False,claude-opus-4-6,输出,paid,M,,输出 ¥12.2500/M,12.25,,9.8,
逆向droid,0.8,False,claude-opus-4-6-fast,输入,paid,M,,输入 ¥60.0000/M,60,,48,
逆向droid,0.8,False,claude-opus-4-6-fast,输出,paid,M,,输出 ¥300.0000/M,300,,240,
逆向droid,0.8,False,claude-sonnet-4-5-20250929,输入,paid,M,,输入 ¥1.7500/M,1.75,,1.4,
逆向droid,0.8,False,claude-sonnet-4-5-20250929,输出,paid,M,,输出 ¥8.7500/M,8.75,,7,
逆向droid,0.8,False,claude-sonnet-4-6,输入,paid,M,,输入 ¥1.4700/M,1.47,,1.176,
逆向droid,0.8,False,claude-sonnet-4-6,输出,paid,M,,输出 ¥7.3500/M,7.35,,5.88,
